url,Company Name,Description,Address,city,State,Phone,Website,LBN Legal business name,Authorized official,Enumeration date,Last updated,OrganizationOrSole,Type
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1740678168.aspx,"City Life Trasportation Systems, Inc

						Lbn  Hi-desert Transit, Inc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","7513 Church Street Yucca Valley, Ca 92284-3249",Valley,CA,760-228-0098,-,"Hi-desert Transit, Inc",Omar Skir - (president),1/7/15,1/7/15,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1619384203.aspx,City Link Foundation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","8721 Troy Street Spring Valley, Ca 91977-2537",Valley,CA,619-287-0628,-,City Link Foundation,Cynthia Sanders - (ceo),7/16/14,7/16/14,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1194966119.aspx,"City Medical Transportation Llc

						Lbn  City Medical Transportation Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1485 Bay Shore Blvd Ste 320z1 San Francisco, Ca 94124-3002",Francisco,CA,415-468-2540,-,City Medical Transportation Llc,Evelyn Andes - (owner),3/21/09,3/21/09,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1851675136.aspx,City Transit Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","745 Hudson Dr Stockton, Ca 95210-2052",Stockton,CA,209-601-2630,-,City Transit Llc,Tejinder Gill - (manager),10/5/11,10/5/11,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1043546450.aspx,City Wide Transportation Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","327 Arden Ave Suite 206 Glendale, Ca 91203",Glendale,CA,213-745-4653,-,City Wide Transportation Inc,Zohrab Grigoryan - (ceo),10/20/09,10/20/09,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1376845222.aspx,Citywide Trans Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","6550 Van Noord Ave North Hollywood, Ca 91606-1103",Hollywood,CA,818-355-5586,-,Citywide Trans Inc,Anait Tatevosian - (ceo),11/29/10,11/29/10,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1114228228.aspx,Citywide Transportation Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","14540 Victory Blvd Suite 210 Van Nuys, Ca 91411",Nuys,CA,818-986-1010,-,Citywide Transportation Inc,Yefim Gun - (ceo/president),11/4/10,11/4/10,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1821383530.aspx,"Cj Trans, Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","330 Arden Ave Ste 220 Glendale, Ca 91203-1178",Glendale,CA,818-240-1114,-,"Cj Trans, Inc.",Joaquina Shinn - (cfo/secretary),6/10/11,6/10/11,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1134470354.aspx,Clark's Mobile Care,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","8768 Sugarnotch Ct Elk Grove, Ca 95758-6751",Grove,CA,916-399-5661,-,Clark's Mobile Care,Eugene Cl;ark - (ceo),9/27/12,9/27/12,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1184761280.aspx,Classic Medical Transit Corp,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2501 North Rosemead Blvd South El Monte, Ca 91733",Monte,CA,626-443-0594,-,Classic Medical Transit Corp,Milagros Zimmerman - (president),1/30/07,1/30/07,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1740411081.aspx,Classic Yellow Cab,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","36777 Sunair Plz Cathedral City, Ca 92234-7608",City,CA,760-844-8280,-,Classic Yellow Cab,Veronica Wilkins - (account Executive),8/4/09,8/4/09,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1043871940.aspx,Cloud 9 Medical Transport Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","6071 Gold Spirit St Eastvale, Ca 92880-0989",Eastvale,CA,951-536-6573,-,Cloud 9 Medical Transport Llc,Laron Randolph - (ceo),6/22/19,6/22/19,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1346582962.aspx,C.l.s.non-emergency Medical Transportation Services,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","13800 Heacock St Bldg C, Suite 230-c Moreno Valley, Ca 92553-3339",C,CA,951-377-4127,-,C.l.s.non-emergency Medical Transportation Services,Chopin Scott - (secretary),3/21/13,3/21/13,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1619210739.aspx,"Clx Medical Transport

						Lbn  Clx Medical Transport Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","731 Cesar Chavez Blvd Calexico, Ca 92231-2105",Calexico,CA,760-554-5389,-,Clx Medical Transport Inc.,Erik Ortega - (president),3/27/13,3/27/13,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1336685023.aspx,"Cmt Medical Transport Solutions, Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","8030 Lorraine Ave Ste 335 Stockton, Ca 95210-4225",Stockton,CA,800-315-6918,-,"Cmt Medical Transport Solutions, Llc",Ralph Catacutan - (ceo/owner),1/18/17,1/18/17,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1790325397.aspx,Coachella Valley Medical Transport,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","45103 Tomlyn Way Indio, Ca 92201-3830",Indio,CA,760-548-8607,-,Coachella Valley Medical Transport,Audrey Rodriguez - (owner),1/10/20,1/10/20,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1356888978.aspx,Coast To Coast Medical Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1130 E Clark Ave Ste 150 Box 148 Orcutt, Ca 93455-5178",Orcutt,CA,805-734-0212,-,Coast To Coast Medical Transportation,Nancy Crawford - (owner),1/20/17,1/20/17,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1467783514.aspx,"Coastline Enterprises

						Lbn  Del Norte Association For Developmental Services","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","950 Front St Crescent City, Ca 95531-4307",City,CA,707-465-4720,-,Del Norte Association For Developmental Services,Jacqueline Peel - (executive Director),1/28/10,1/28/10,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1255955829.aspx,"Code 3 Entertainment Services, Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","3392 Clayton Rd Concord, Ca 94519-2837",Concord,CA,925-878-1763,-,"Code 3 Entertainment Services, Llc",Aaron Lesavoy - (manager),5/29/20,5/29/20,Org,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1639652191.aspx,Joseff D Codynon-emergency Medical Transport (Van),"Profile for JOSEFF D CODY in WILDOMAR, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","36491 Yamas Dr Apt 2004 Wildomar, Ca 92595-9821",Wildomar,CA,619-738-3439,-,-,s-Joseff D Codynon-emergency Medical Transport (Van)-Active,9/11/18,9/11/18,Sole,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1215348883.aspx,"Courtney C Coenen, B.a. – Npi #1215348883non-emergency Medical Transport (Van)","Profile for COURTNEY C COENEN in RED BLUFF, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","320 Michael Drive Red Bluff, Ca 96080",Bluff,CA,530-354-4319,-,-,"s-Courtney C Coenen, B.a. – Npi #1215348883non-emergency Medical Transport (Van)-Active",5/16/14,5/16/14,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1568083947.aspx,Col Wheelchair Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1620 Davidson Ave San Francisco, Ca 94124-1143",Francisco,CA,650-534-6937,-,Col Wheelchair Inc,Bhan Sandhu - (ceo),4/27/20,4/27/20,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1366633117.aspx,"Comfort And Safe Medical Transportation

						Lbn  Wecare Health Management, Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","14645 1/2 Titus St Panorama City, Ca 91402-4945",City,CA,818-904-2993,-,"Wecare Health Management, Inc.","Aram Daldumyan - (ceo, President)",8/7/07,8/7/07,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1659568152.aspx,"Comfort Care Medical Transport

						Lbn  Comfort Care Medical Transport Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1567 Denver Way Merced, Ca 95348-1565",Merced,CA,209-383-3407,-,Comfort Care Medical Transport Llc,Marco Lua - (president),9/27/07,9/27/07,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1558665034.aspx,"Comfort Care Non-emergency Transportation, Inc.","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","3300 Beaudry Ter Glendale, Ca 91208-1749",Glendale,CA,818-268-9188,-,"Comfort Care Non-emergency Transportation, Inc.",Norair Adjamian - (president),12/27/10,12/27/10,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1306122429.aspx,Comfort Care Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1008 W Avenue J6 Lancaster, Ca 93534-4219",Lancaster,CA,661-208-8516,-,Comfort Care Transportation,Rachel Agomo - (managing Partner),11/3/11,11/3/11,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1831429703.aspx,Comfort Coach Transport Inc.,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","160 Foussat Rd Oceanside, Ca 92054-3806",Oceanside,CA,760-722-2774,-,Comfort Coach Transport Inc.,Diane Presser - (president/ceo),12/28/09,12/28/09,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1982918082.aspx,Comfort Med Shuttle,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","11 Charthouse Cv Buena Park, Ca 90621-1663",Park,CA,714-522-1177,-,Comfort Med Shuttle,Mickle Yoo - (owner),7/30/10,7/30/10,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1679657472.aspx,Comfort Med Trans Inc.,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","4272 N Selland Ave Fresno, Ca 93722-7802",Fresno,CA,559-227-6862,-,Comfort Med Trans Inc.,Albert Kazaryan - (president),10/25/06,10/25/06,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1154699684.aspx,Comfort Medical Transport Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","10633 Arianne Dr Stockton, Ca 95209-4330",Stockton,CA,209-487-3772,-,Comfort Medical Transport Llc,Romel Acuavera - (owner),12/12/11,12/12/11,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1942409867.aspx,Comfort Medical Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","6631 Laurel Canyon Blvd Ste 14 North Hollywood, Ca 91606-1546",Hollywood,CA,818-765-5852,-,Comfort Medical Transportation,Arthur Grigoryan - (president),7/11/07,7/11/07,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1699316174.aspx,Comfy Medical Transportation,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2321 S Cain Ct Visalia, Ca 93292",Visalia,CA,559-725-7128,-,Comfy Medical Transportation,Griselda Chikhaoui - ((ceo)),10/4/19,10/4/19,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1609364918.aspx,Common Ground Senior Services,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","229 New York Ranch Rd Jackson, Ca 95642-2147",Jackson,CA,209-498-2246,-,Common Ground Senior Services,Elizabeth Thompson - (executive Director),4/23/18,4/23/18,Org,Nemt
https://npidb.org/organizations/agencies/in-home-supportive-care_253z00000x/1205120714.aspx,"Community Catalysts

						Lbn  Community Catalysts Of California","An In Home Supportive Care Agency provides services in the patient?s home with the goal of enabling the patient to remain at home.  The services provided may include personal care services such as hands-on assistance with activities of daily living (ADLs), e.g., eating, bathing, dressing, and bladder and bowel requirements; homemaker services and instrumental activities of daily living (IADLs), e.g., taking medications, shopping for groceries, laundry, housekeeping, and companionship; and/or supervision or cuing so that a person can perform tasks themselves.","3760 Convoy St Suite 344 San Diego, Ca 92111-3742",Diego,CA,858-292-2020,-,Community Catalysts Of California,James Jenkins - (president & Ceo),6/1/11,6/1/11,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1316562606.aspx,Community Crossings Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","601 Wooden Bridge Ln Redlands, Ca 92373-6524",Redlands,CA,909-921-9423,-,Community Crossings Inc,Victor Andrade - (vice President),6/11/20,6/11/20,Org,Nemt
https://npidb.org/organizations/agencies/in-home-supportive-care_253z00000x/1831536168.aspx,Community In Home Care,"An In Home Supportive Care Agency provides services in the patient?s home with the goal of enabling the patient to remain at home.  The services provided may include personal care services such as hands-on assistance with activities of daily living (ADLs), e.g., eating, bathing, dressing, and bladder and bowel requirements; homemaker services and instrumental activities of daily living (IADLs), e.g., taking medications, shopping for groceries, laundry, housekeeping, and companionship; and/or supervision or cuing so that a person can perform tasks themselves.","7590 Easthill Dr San Diego, Ca 92114-3343",Diego,CA,619-962-6362,-,Community In Home Care,Janmar Ramirez - (owner),5/28/13,5/28/13,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1609419258.aspx,"Community Med Trans, Inc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","4220 N College Ave Apt A Fresno, Ca 93704-3863",Fresno,CA,559-612-0220,-,"Community Med Trans, Inc",Yenesaw Negatu - (ceo),10/25/19,10/25/19,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1700951340.aspx,Community Medical Transport,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1020 Mount Whitney Rd Chula Vista, Ca 91913-2850",Vista,CA,619-271-0922,-,Community Medical Transport,Aida Nuno - (vice President),11/21/06,11/21/06,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1467899310.aspx,"Companion Transport, Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","3296 Traviata Pl San Jose, Ca 95117-3028",Jose,CA,408-766-9002,-,"Companion Transport, Llc",Dareke Fleming - (ceo),6/2/13,6/2/13,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1578033239.aspx,"Companion Transportation, Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","7540 Eddylee Way Sacramento, Ca 95822-5218",Sacramento,CA,916-821-1447,-,"Companion Transportation, Llc",Maurice Porter - (manager),11/26/18,11/26/18,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1982114559.aspx,"Conejo Valley Transit, Llc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","27001 Agoura Rd Ste 190 Calabasas, Ca 91301-5333",Calabasas,CA,818-605-0929,-,"Conejo Valley Transit, Llc",Cindy Kemakolam - (member),10/9/17,10/9/17,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1659543163.aspx,"Conejomedtrans,inc","A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","190 E Hillcrest Dr Thousand Oaks, Ca 91360-5839",Oaks,CA,805-494-9080,-,"Conejomedtrans,inc",Gilliana Sherman - (corporate Secretary/treasurer),3/25/08,3/25/08,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1881023398.aspx,Connect Transport Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","3336 N Texas St Suite J347 Fairfield, Ca 94533-9762",Fairfield,CA,707-324-3414,-,Connect Transport Llc,Philip Askew - (vp Operations),11/5/13,11/5/13,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1861684839.aspx,Connection Medical Transport,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2504 Transportation Ave Ste E National City, Ca 91950-8524",City,CA,619-477-2042,-,Connection Medical Transport,Sergio Elizarraras - (owner),8/14/07,8/14/07,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1417138215.aspx,Consolidated Transportation Service Agency,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","10030 Foothills Blvd Roseville, Ca 95747-7102",Roseville,CA,916-788-2323,-,Consolidated Transportation Service Agency,Karen Rohl - (office Manager),11/20/07,11/20/07,Org,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1134204563.aspx,James R Cooknon-emergency Medical Transport (Van),"Profile for JAMES R COOK in CLOVIS, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","3107 Terry Ave Clovis, Ca 93612-4947",Clovis,CA,559-292-1233,-,-,s-James R Cooknon-emergency Medical Transport (Van)-Active,10/26/06,10/26/06,Sole,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1821518952.aspx,Brian J Cookseynon-emergency Medical Transport (Van),"Profile for BRIAN J COOKSEY in ATWATER, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1903 Cordelia Dr Atwater, Ca 95301-5300",Atwater,CA,209-777-9625,-,-,s-Brian J Cookseynon-emergency Medical Transport (Van)-Active,6/20/17,6/20/17,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1851876114.aspx,Corazon Transportation Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","249 E Paddle Wheel Cir Orange, Ca 92865-1110",Orange,CA,323-506-9872,-,Corazon Transportation Inc,Joseph Ramos - (president),10/2/18,10/2/18,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1861059420.aspx,Cordial Care Med Transport Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","12533 Mango Ln Riverside, Ca 92503-7051",Riverside,CA,951-500-9676,-,Cordial Care Med Transport Llc,Avinder Arneja - (owner / Partner),5/20/19,5/20/19,Org,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1326530981.aspx,Maria Corralnon-emergency Medical Transport (Van),"Profile for MARIA CORRAL in BAKERSFIELD, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","320 Reynosa Ave Bakersfield, Ca 93307-7085",Bakersfield,CA,661-599-6318,-,-,s-Maria Corralnon-emergency Medical Transport (Van)-Active,5/30/18,5/30/18,Sole,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1285177311.aspx,Antonio F Correianon-emergency Medical Transport (Van),"Profile for ANTONIO F CORREIA in ATWATER, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2800 Central Ave Atwater, Ca 95301-9720",Atwater,CA,209-628-5738,-,-,s-Antonio F Correianon-emergency Medical Transport (Van)-Active,11/21/16,11/21/16,Sole,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1760915029.aspx,Anthony Corteznon-emergency Medical Transport (Van),"Profile for ANTHONY CORTEZ in GRAND TERRACE, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","22573 Barton Rd Grand Terrace, Ca 92313-5203",Terrace,CA,909-430-1917,-,-,s-Anthony Corteznon-emergency Medical Transport (Van)-Active,4/4/17,4/4/17,Sole,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1568084283.aspx,Costa Forward Enterprise Incorporated,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1435 4th St San Rafael, Ca 94901-2847",Rafael,CA,415-724-7861,-,Costa Forward Enterprise Incorporated,Aloizio Costa - (owner),5/15/20,5/15/20,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1225663065.aspx,Cotrans Care Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","985 Tepee Ln Perris, Ca 92570-1742",Perris,CA,951-772-1414,-,Cotrans Care Inc,Juan Ramirez Duque - (officer Manager),3/11/20,3/11/20,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1093176315.aspx,Country Guide & Care,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","16038 Springdale St D#7 Huntington Beach, Ca 92649-1778",Beach,CA,562-303-6653,-,Country Guide & Care,Peter Awad - (owner),3/14/16,3/14/16,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1427273325.aspx,County Of Placer,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","7248 Sylvan Grove Way # B Citrus Heights, Ca 95610-2933",Heights,CA,916-801-9566,-,County Of Placer,William Coles - (csa Ii),4/16/07,4/16/07,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1841766300.aspx,Countywide Transportation Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","917 Sunset Dr Antioch, Ca 94509-2814",Antioch,CA,925-375-7527,-,Countywide Transportation Inc,Ram Giri - (president),10/22/18,10/22/18,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1386118644.aspx,Covenant Luxury Transportation Llc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","9353 Telegraph Rd Pico Rivera, Ca 90660-5424",Rivera,CA,562-444-0144,-,Covenant Luxury Transportation Llc,Doris Guzman - (managing Officer),1/18/19,1/18/19,Org,Nemt
https://npidb.org/organizations/transportation_services/non-emergency-medical-transport-van_343900000x/1184950065.aspx,Covenant Medical Transportation Inc,"A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","1400 E Cooley Dr 207 Colton, Ca 92324-3939",Colton,CA,909-498-4087,-,Covenant Medical Transportation Inc,Anthony Jim-george - (president),10/27/09,10/27/09,Org,Nemt
https://npidb.org/doctors/transportation_services/non-emergency-medical-transport-van_343900000x/1811541881.aspx,Librada M Coxnon-emergency Medical Transport (Van),"Profile for LIBRADA M COX in SACRAMENTO, CA.
					A land vehicle with a capacity to meet special height, clearance, access, and seating, for the conveyance of persons in non-emergency situations. The vehicle may or may not be required to meet local county or state regulations.","2211 Garden Hwy Sacramento, Ca 95833-9741",Sacramento,CA,916-743-1424,-,-,s-Librada M Coxnon-emergency Medical Transport (Van)-Active,7/29/19,7/29/19,Sole,Nemt
