url,Company Name,Description,Address,city,State,Phone,Website,LBN Legal business name,Authorized official,Enumeration date,Last updated,OrganizationOrSole,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1447674825.aspx,City Of Sugar Land-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","10405 Corporate Dr Sugar Land, Tx 77487-0110",Land,TX,281-275-2873,-,City Of Sugar Land,Cindy King - (battalion Chief - Ems),2/6/14,2/6/14,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1578698213.aspx,City Of Sunray-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","910 Main Sunray, Tx 79086",Sunray,TX,806-948-4111,-,City Of Sunray,Kenneth Bumpas - (ems Director),2/22/07,3/17/11,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1811905425.aspx,City Of Sweetwater-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","900 E Broadway St Sweetwater, Tx 79556-4714",Sweetwater,TX,325-235-4304,-,City Of Sweetwater,Grant Madden - (fire Chief),8/3/06,5/31/12,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1073588612.aspx,City Of Weslaco-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","901 N Airport Dr Weslaco, Tx 78596-5001",Weslaco,TX,956-968-7581,-,City Of Weslaco,Omar Gonzales - (finance Director),2/17/06,2/19/10,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1114057742.aspx,City Of Wharton Ems-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1924 N Fulton St Wharton, Tx 77488-2845",Wharton,TX,979-532-4811,-,City Of Wharton Ems,Debra Medina - (president Billing Mgr),3/6/07,8/22/20,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1154452431.aspx,"City Of Wills Point Ems

						Lbn City Of Wills Point-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","120 N 5th Street Wills Point, Tx 75169",Point,TX,903-873-2578,-,City Of Wills Point,Carla Oldace - (city Secretary),3/8/07,8/22/20,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1972727451.aspx,"City Of Yoakum Ambulance Service

						Lbn City Of Yoakum-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","203 Nelson St P O Drawer 738 Yoakum, Tx 77995-2749",Yoakum,TX,361-293-5125,-,City Of Yoakum,Charlotte Morrow - (director Of Finance),4/13/07,8/22/20,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1962710004.aspx,Classic Emergency Medical Services Inc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","2111 Spur Canyon Ct Richmond, Tx 77469-7251",Richmond,TX,281-222-3986,-,Classic Emergency Medical Services Inc,Moore Nwokey - (owner),9/23/10,9/23/10,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1093832784.aspx,"Clay County Memorial Hospital

						Lbn Clay County Memorial Hospital-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","310 W South St Henrietta, Tx 76365-3346",Henrietta,TX,940-538-5621,-,Clay County Memorial Hospital,Jeff Huskey - (ceo),3/26/07,12/6/07,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1184653925.aspx,"Cleburne Fire Department

						Lbn City Of Cleburne-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","114 W. Wardville Cleburne, Tx 76033-4918",Cleburne,TX,817-645-0964,-,City Of Cleburne,John Ishmael - (fire Chief),7/2/06,11/6/14,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1316179757.aspx,"Coastal Emergency Medical Service, Lp-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","13300 Schroeder Rd Houston, Tx 77070-4232",Houston,TX,281-894-8033,-,"Coastal Emergency Medical Service, Lp",Kenneth Jones - (ceo-president),8/19/09,10/26/12,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1356504955.aspx,"Coastal Ems

						Lbn Southern Interprises-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","310 E Main Ave Pmb 213 Alton, Tx 78573-6872",Alton,TX,956-240-8910,-,Southern Interprises,Juan Cordero - (administrator),7/3/08,7/3/08,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/land-transport_3416l0300x/1326338112.aspx,"Coastline Ambulance Service

						Lbn Coastline Ambulance Service Llc-E-",-,"4455 Spid Dr Ste: 21a Corpus Christi, Tx 78411-5101",Christi,TX,361-462-7657,-,Coastline Ambulance Service Llc,Eduardo Daniel - (member),4/13/11,4/13/11,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1881635050.aspx,"Cochran County Ems

						Lbn Shaheen Corp.-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","114 W Wilson Morton, Tx 79346-2543",Morton,TX,806-894-8855,-,Shaheen Corp.,Ferris Shaheen - (president),6/9/06,6/26/08,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1053925636.aspx,Code 4 Emergency Services Llc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1901 E 51st St Austin, Tx 78723-3040",Austin,TX,888-912-6334,-,Code 4 Emergency Services Llc,Evan Bradley - (vice President),9/1/20,9/1/20,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1265401319.aspx,"Coleman County Ems

						Lbn Coleman County Medical Center-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","310 S Pecos Coleman, Tx 76834",Coleman,TX,325-625-2135,-,Coleman County Medical Center,Karen Laake - (authorized Agent),3/14/06,12/19/11,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1720327026.aspx,"Coleman County Ems

						Lbn Preferred Hospital Leasing Coleman, Inc-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","310 S Pecos St Coleman, Tx 76834-4159",Coleman,TX,325-625-2135,-,"Preferred Hospital Leasing Coleman, Inc",Donald Freeman - (president),2/6/13,2/6/13,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/doctors/transportation_services/ambulance_341600000x/1407874001.aspx,"Faith V Coleman Jones, Ceo – Npi #1407874001ambulance-E-","Profile for FAITH V COLEMAN JONES in HOUSTON, TX.
					An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","3001 Wichita St Houston, Tx 77004-7719",Houston,TX,713-661-6607,-,-,"s-Faith V Coleman Jones, Ceo – Npi #1407874001ambulance-E--Active",7/18/06,7/8/07,Sole,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1295759942.aspx,"Colorado County Ems

						Lbn Colorado County-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","305 Radio Ln Room 101 Columbus, Tx 78934-3235",Columbus,TX,979-732-2188,-,Colorado County,Patty Nelson - (ems Administrator),7/26/06,2/5/14,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1114220928.aspx,Comanche County Medical Center-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","10201 Highway 16 Comanche, Tx 76442-4462",Comanche,TX,254-879-4900,-,Comanche County Medical Center,Kevin Storey - (ceo),12/16/10,12/16/10,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/hospitals/critical-access_282nc0060x/1598752404.aspx,"Comanche County Medical Center

						Lbn Comanche County Consolidated Hospital District-E-",-,"10201 Highway 16 Comanche, Tx 76442-4462",Comanche,TX,254-879-4900,-,Comanche County Consolidated Hospital District,Kevin Storey - (ceo),10/5/05,5/8/12,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1114242344.aspx,"Commit Care Ems

						Lbn Commit Care Ems Llc-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","4625 Fm 2920 Rd Spring, Tx 77388-3106",Spring,TX,281-745-2426,-,Commit Care Ems Llc,Averil Broussard - (insurance Biller),3/31/10,8/10/10,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1518277789.aspx,"Community Plus Ems

						Lbn Bourgeois Investment Group Inc-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","6040 Westpark Dr E008 Houston, Tx 77057-7533",Houston,TX,713-666-7226,-,Bourgeois Investment Group Inc,Charisse Brown - (director),10/20/10,4/27/11,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1366722498.aspx,Compassion Ambulance Services Inc.-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","17903 Royal Gate Ln Richmond, Tx 77407-4764",Richmond,TX,832-298-8307,-,Compassion Ambulance Services Inc.,Chukwuemeka Nnabuife - (ceo/administrator),8/21/11,8/21/11,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1669624730.aspx,Concord Ems Inc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","5829 Beverlyhill St Houston, Tx 77057-6709",Houston,TX,713-785-6300,-,Concord Ems Inc,Gloria Broussard - (owner),10/21/08,6/1/12,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1033155650.aspx,"Cornerstone Ems, Inc.-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","20635 Sleepy Hollow Ln Spring, Tx 77388-4830",Spring,TX,281-880-9500,-,"Cornerstone Ems, Inc.",Joel Tiglao - (owner),6/21/06,10/15/07,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1083632996.aspx,"Corsicana Fire Department

						Lbn City Of Corsicana-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","200 North 12th Street Corsicana, Tx 75110-4616",Corsicana,TX,903-654-4956,-,City Of Corsicana,Paul Henley - (fire Chief),7/18/06,2/7/20,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1013025089.aspx,"Cotulla Ems

						Lbn Frank And Brenda Jennings Dba Cotulla Ems-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","407 N Cherokee Ave Cotulla, Tx 78014-2026",Cotulla,TX,830-879-3331,-,Frank And Brenda Jennings Dba Cotulla Ems,Kay West - (manager),8/29/06,1/28/15,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/land-transport_3416l0300x/1033736905.aspx,County Of Chambers-E-,-,"202 Airport Road Anahuac, Tx 77514",Anahuac,TX,409-791-4801,-,County Of Chambers,Frank Sylvia Jr - (authorized Official),6/26/20,6/26/20,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1033316757.aspx,County Of Irion-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","209 N Park View Mertzon, Tx 76941",Mertzon,TX,325-835-8381,-,County Of Irion,Deborah Mcmahon - (county Secretary),6/27/07,8/22/20,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1528239027.aspx,County Of Scurry County Treasurer-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1806 25th St Suite 205 Snyder, Tx 79549-2515",Snyder,TX,325-573-7121,-,County Of Scurry County Treasurer,Charlie Bell - (county Auditor),3/12/08,1/15/09,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/hospitals/general-acute-care-hospital_282n00000x/1225146400.aspx,"Covenant Hospital Levelland

						Lbn Methodist Hospital Levelland-E-","An acute general hospital is an institution whose primary function is to provide inpatient diagnostic and therapeutic services for a variety of medical conditions, both surgical and non-surgical, to a wide population group. The hospital treats patients in an acute phase of illness or injury, characterized by a single episode or a fairly short duration, from which the patient returns to his or her normal or previous level of activity.","1900 College Ave Levelland, Tx 79336",Levelland,TX,806-894-4963,-,Methodist Hospital Levelland,Joel White - (ceo),8/28/06,6/5/18,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1649565383.aspx,Cp Ambulance Services Llc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","1108 E Gibson St Jasper, Tx 75951-5241",Jasper,TX,409-384-2049,-,Cp Ambulance Services Llc,Cecil Parson - (ower),6/10/11,10/24/13,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1942372354.aspx,"Crawford Ems

						Lbn Crawford Emergency Medical Service, Inc-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","245 North Avenue F Crawford, Tx 76638",Crawford,TX,254-486-2101,-,"Crawford Emergency Medical Service, Inc",Marilyn Judy - (president),11/14/06,8/22/20,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1942448428.aspx,"Crescent Ems, Llc-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","9915 Goldenglade Dr Houston, Tx 77064-3828",Houston,TX,281-497-0022,-,"Crescent Ems, Llc",Robert Anderson - (owner),1/22/09,1/22/09,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1598957946.aspx,Crown Ems Inc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","9207 Country Creek Dr Ste 105 Houston, Tx 77036-7745",Houston,TX,832-884-9213,-,Crown Ems Inc,Mark Ojinnaka - (director),8/9/07,8/9/07,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1164672325.aspx,Crown Support Ems Inc.-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","9894 Bissonnet St Suite 810 Houston, Tx 77036-8239",Houston,TX,713-779-4811,-,Crown Support Ems Inc.,Ijeoma Nwanna - (admnistrator),9/24/08,3/11/09,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1013067735.aspx,Cruz Carranza Ambulance Service Llc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","902 E Beech Ave Mcallen, Tx 78501-2634",Mcallen,TX,956-631-4898,-,Cruz Carranza Ambulance Service Llc,Neil Cruz - (ceo President),1/12/07,7/5/13,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1508834052.aspx,Crystal Beach Volunteer Fire-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","Highway 87 Crystal Beach, Tx 77650",Beach,TX,409-684-6311,-,Crystal Beach Volunteer Fire,Karen Laake - (authorized Agent),3/10/06,7/2/08,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1760033526.aspx,"Cy-fair Fire Department

						Lbn Harris County Emergency Services District 9-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","10710 Telge Rd Houston, Tx 77095-5002",Houston,TX,281-550-6663,-,Harris County Emergency Services District 9,Justin Reed - (assistant Chief - Ems),9/24/19,9/4/20,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1104262898.aspx,Cypress Express Llc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","4505 Highway 6 N Suite 400-d Houston, Tx 77084-3495",Houston,TX,832-683-4472,-,Cypress Express Llc,Keith Ford - (managing Partner),5/21/13,5/21/13,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1356592372.aspx,Daily Care Ems Inc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","9898 Bissonnet St Site 460 Houston, Tx 77036-8270",Houston,TX,713-771-1122,-,Daily Care Ems Inc,Azubuike Osisi - (owner),10/8/08,10/8/08,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1386665750.aspx,Dallas-fort Worth International Airport Board-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","3150 N. Service Rd Dallas, Tx 75261",Dallas,TX,972-574-8613,-,Dallas-fort Worth International Airport Board,Mary Gentile - (authorized Agent),7/21/06,2/4/10,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1689966202.aspx,"Darrouzett Ems

						Lbn Darrouzett Hospital District-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","111 West Texas Ave Darrouzett, Tx 79024-0111",Darrouzett,TX,806-625-0063,-,Darrouzett Hospital District,Vera Duke - (director/administrator),5/16/11,5/16/11,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1255379384.aspx,"Dawson County Ems

						Lbn Hill Corp.-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","501 S Main Lamesa, Tx 79331",Lamesa,TX,806-894-8855,-,Hill Corp.,Ferris Shaheen - (president),6/2/06,6/26/08,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1235474693.aspx,Daystar Ems Inc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","900b Clubside Dr East Bernard, Tx 77435-8758",Bernard,TX,832-486-7829,-,Daystar Ems Inc,Emmanuel Onyemem - (owner),12/11/12,7/19/19,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1750364147.aspx,"Happy Volunteer Fire Departmen

						Lbn City Of Happy-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","106 N Tulley Ave. Happy, Tx 79042",Happy,TX,806-558-2121,-,City Of Happy,Patricia Sims - (records Keeper),11/21/05,7/30/08,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/doctors/transportation_services/ambulance_341600000x/1164892089.aspx,Oscar De Los Santosambulance-E-,"Profile for OSCAR DE LOS SANTOS in SAN ANTONIO, TX.
					An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","5707 Grey Rock Dr San Antonio, Tx 78228-6528",Antonio,TX,210-669-6570,-,-,s-Oscar De Los Santosambulance-E--Active,10/5/15,10/5/15,Sole,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1164726519.aspx,"Definitive Care E.m.s., L.l.c-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","615 S Texas Blvd Ste 6 Weslaco, Tx 78596-6221",Weslaco,TX,956-969-2273,-,"Definitive Care E.m.s., L.l.c",Arnulfo Norato - (ceo/owner),12/28/10,12/28/10,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1558509521.aspx,"Delta Ambulance Service, Llc-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","215 N Broadway Elsa, Tx 78543-2129",Elsa,TX,956-292-9541,-,"Delta Ambulance Service, Llc",Jose Gomez - (ems Director),1/29/09,6/9/09,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1003055435.aspx,"Delta Care Ems

						Lbn Hko Group, Inc.-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","2323 S Voss Rd Ste 130 Houston, Tx 77057-3814",Houston,TX,713-401-4545,-,"Hko Group, Inc.",Hassan Kassem - (director),2/9/09,2/9/09,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1235464348.aspx,Delta Emergency Service Llc-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","15807 Cerca Blanca Dr Ste A Houston, Tx 77083-4935",Houston,TX,281-513-2725,-,Delta Emergency Service Llc,Gabriel Igwala - (president And Ceo),10/7/09,10/7/09,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1952452781.aspx,Dickens County Ambulance Service-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","2414 State Highway 70 Spur, Tx 79370",Spur,TX,806-271-4838,-,Dickens County Ambulance Service,Donna Edinburgh - (director),1/16/07,7/16/07,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1679588685.aspx,"Dickinson

						Lbn City Of Dickinson-E-","An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","2716 Fm 517 Rd E Dickinson, Tx 77539-8615",Dickinson,TX,281-337-6261,-,City Of Dickinson,Keith Kiplinger - (ems Administrator),7/29/06,12/10/07,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/organizations/transportation_services/ambulance_341600000x/1841268307.aspx,Dimmit County Ems-E-,"An emergency vehicle used for transporting patients to a health care facility after injury or illness. Types of ambulances used in the United States include ground (surface) ambulance, rotor-wing (helicopter), and fixed-wing aircraft (airplane).","204 E Nopal St Carrizo Springs, Tx 78834-3328",Springs,TX,830-876-9505,-,Dimmit County Ems,Sonia Salazar - (ems Director),3/10/06,3/25/13,Org,,,,,,,,,,,,,,,,,,,,,,,,
https://npidb.org/doctors/suppliers/customized-equipment_332bc3200x/1073725974.aspx,Lawrence M Diohcustomized Equipment-E-,"Profile for LAWRENCE M DIOH in HOUSTON, TX.","6250 Westpark Dr Ste 330c Houston, Tx 77057-7322",Houston,TX,713-278-1603,-,-,s-Lawrence M Diohcustomized Equipment-E--Active,5/4/07,6/26/08,Sole,,,,,,,,,,,,,,,,,,,,,,,,
